[Cost power, gamma power, percentage from 10-fold cross-validation]

[[10.9, -9.5999999999999996, 99.25],
 [11.157142857142857, -9.3000000000000007, 99.4167],
 [11.157142857142857, -9.25, 99.4167],
 [11.157142857142857, -9.1999999999999993, 99.4583],
 [11.157142857142857, -9.1500000000000004, 99.4167],
 [11.157142857142857, -9.0999999999999996, 99.4167],
 [11.157142857142857, -9.0500000000000007, 99.4167],
 [11.157142857142857, -9.0, 99.4167],
 [11.157142857142857, -8.9500000000000011, 99.4167],
 [11.157142857142857, -8.9000000000000004, 99.4167],
 [11.199999999999999, -9.5999999999999996, 99.3333],
 [11.199999999999999, -9.5499999999999989, 99.3333],
 [11.199999999999999, -9.5, 99.3333],
 [11.199999999999999, -9.4499999999999993, 99.375],
 [11.199999999999999, -9.4000000000000004, 99.4167],
 [11.199999999999999, -9.3499999999999996, 99.4167],
 [11.199999999999999, -9.3000000000000007, 99.4167],
 [11.199999999999999, -9.25, 99.4583],
 [11.199999999999999, -9.1999999999999993, 99.4583],
 [11.199999999999999, -9.1500000000000004, 99.4167],
 [11.199999999999999, -9.0999999999999996, 99.4167],
 [11.199999999999999, -9.0500000000000007, 99.4167],
 [11.199999999999999, -9.0, 99.4167],
 [11.199999999999999, -8.9500000000000011, 99.4167],
 [11.199999999999999, -8.9000000000000004, 99.4167],
 [11.242857142857144, -9.5999999999999996, 99.3333],
 [11.242857142857144, -9.5499999999999989, 99.3333],
 [11.242857142857144, -9.5, 99.3333],
 [11.242857142857144, -9.4499999999999993, 99.375],
 [11.242857142857144, -9.4000000000000004, 99.4167],
 [11.242857142857144, -9.3499999999999996, 99.4167],
 [11.242857142857144, -9.3000000000000007, 99.4583],
 [11.242857142857144, -9.25, 99.4583],
 [11.242857142857144, -9.1999999999999993, 99.4583],
 [11.242857142857144, -9.1500000000000004, 99.4167],
 [11.242857142857144, -9.0999999999999996, 99.4167],
 [11.242857142857144, -9.0500000000000007, 99.4167],
 [11.242857142857144, -9.0, 99.4167],
 [11.242857142857144, -8.9500000000000011, 99.4167],
 [11.242857142857144, -8.9000000000000004, 99.375],
 [11.285714285714286, -9.5999999999999996, 99.3333],
 [11.285714285714286, -9.5499999999999989, 99.3333],
 [11.285714285714286, -9.5, 99.375],
 [11.285714285714286, -9.4499999999999993, 99.4167],
 [11.285714285714286, -9.4000000000000004, 99.4167],
 [11.285714285714286, -9.3499999999999996, 99.4583],
 [11.285714285714286, -9.3000000000000007, 99.4583],
 [11.285714285714286, -9.25, 99.4583],
 [11.285714285714286, -9.1999999999999993, 99.4583],
 [11.285714285714286, -9.1500000000000004, 99.4167],
 [11.285714285714286, -9.0999999999999996, 99.4167],
 [11.285714285714286, -9.0500000000000007, 99.4167],
 [11.285714285714286, -9.0, 99.4167],
 [11.285714285714286, -8.9500000000000011, 99.4167],
 [11.285714285714286, -8.9000000000000004, 99.375],
 [11.328571428571429, -9.5999999999999996, 99.3333],
 [11.328571428571429, -9.5499999999999989, 99.3333],
 [11.328571428571429, -9.5, 99.4167],
 [11.328571428571429, -9.4499999999999993, 99.4167],
 [11.328571428571429, -9.4000000000000004, 99.4583],
 [11.328571428571429, -9.3499999999999996, 99.4583],
 [11.328571428571429, -9.3000000000000007, 99.4583],
 [11.328571428571429, -9.25, 99.4583],
 [11.328571428571429, -9.1999999999999993, 99.4583],
 [11.328571428571429, -9.1500000000000004, 99.4167],
 [11.328571428571429, -9.0999999999999996, 99.4167],
 [11.328571428571429, -9.0500000000000007, 99.4167],
 [11.328571428571429, -9.0, 99.4167],
 [11.328571428571429, -8.9500000000000011, 99.375],
 [11.328571428571429, -8.9000000000000004, 99.3333],
 [11.371428571428572, -9.5999999999999996, 99.3333],
 [11.371428571428572, -9.5499999999999989, 99.4167],
 [11.371428571428572, -9.5, 99.4167],
 [11.371428571428572, -9.4499999999999993, 99.4583],
 [11.371428571428572, -9.4000000000000004, 99.4583],
 [11.371428571428572, -9.3499999999999996, 99.4583],
 [11.371428571428572, -9.3000000000000007, 99.4583],
 [11.371428571428572, -9.25, 99.4583],
 [11.371428571428572, -9.1999999999999993, 99.4167],
 [11.371428571428572, -9.1500000000000004, 99.4167],
 [11.371428571428572, -9.0999999999999996, 99.4167],
 [11.371428571428572, -9.0500000000000007, 99.4167],
 [11.371428571428572, -9.0, 99.375],
 [11.371428571428572, -8.9500000000000011, 99.375],
 [11.371428571428572, -8.9000000000000004, 99.2917],
 [11.414285714285715, -9.5999999999999996, 99.375],
 [11.414285714285715, -9.5499999999999989, 99.4167],
 [11.414285714285715, -9.5, 99.4583],
 [11.414285714285715, -9.4499999999999993, 99.4583],
 [11.414285714285715, -9.4000000000000004, 99.4583],
 [11.414285714285715, -9.3499999999999996, 99.4583],
 [11.414285714285715, -9.3000000000000007, 99.4583],
 [11.414285714285715, -9.25, 99.4583],
 [11.414285714285715, -9.1999999999999993, 99.4167],
 [11.414285714285715, -9.1500000000000004, 99.4167],
 [11.414285714285715, -9.0999999999999996, 99.4167],
 [11.414285714285715, -9.0500000000000007, 99.375],
 [11.414285714285715, -9.0, 99.375],
 [11.414285714285715, -8.9500000000000011, 99.3333],
 [11.414285714285715, -8.9000000000000004, 99.2917],
 [11.457142857142857, -9.5999999999999996, 99.4167],
 [11.457142857142857, -9.5499999999999989, 99.4583],
 [11.457142857142857, -9.5, 99.4583],
 [11.457142857142857, -9.4499999999999993, 99.4583],
 [11.457142857142857, -9.4000000000000004, 99.4583],
 [11.457142857142857, -9.3499999999999996, 99.4583],
 [11.457142857142857, -9.3000000000000007, 99.4583],
 [11.457142857142857, -9.25, 99.4583],
 [11.457142857142857, -9.1999999999999993, 99.4167],
 [11.457142857142857, -9.1500000000000004, 99.4167],
 [11.457142857142857, -9.0999999999999996, 99.4167],
 [11.457142857142857, -9.0500000000000007, 99.375],
 [11.457142857142857, -9.0, 99.3333],
 [11.457142857142857, -8.9500000000000011, 99.2917],
 [11.457142857142857, -8.9000000000000004, 99.2917],
 [11.5, -9.5999999999999996, 99.4583],
 [11.5, -9.5499999999999989, 99.4583],
 [11.5, -9.5, 99.4583],
 [11.5, -9.4499999999999993, 99.4583],
 [11.5, -9.4000000000000004, 99.4583],
 [11.5, -9.3499999999999996, 99.4583],
 [11.5, -9.3000000000000007, 99.4583],
 [11.5, -9.25, 99.4583],
 [11.5, -9.1999999999999993, 99.4167],
 [11.5, -9.1500000000000004, 99.4167],
 [11.5, -9.0999999999999996, 99.375],
 [11.5, -9.0500000000000007, 99.3333],
 [11.5, -9.0, 99.2917],
 [11.5, -8.9500000000000011, 99.2917],
 [11.5, -8.9000000000000004, 99.2917]]
[11.114285714285714, -9.1500000000000004, 99.4583]
